Date,Account_Number,Amount,Description
2024-11-07,JYEI40877053499979,743.91,donations
2024-10-24,JKWB27749936966398,1125.45,insurance
2024-05-05,KRWP84325262604493,1275.12,utilities
2024-03-25,GTAD09393684338761,354.5,health_and_fitness
2024-01-25,SAJZ49405693672035,1856.78,subscriptions
2024-09-12,MUJS67381562555038,1633.83,dining
2024-03-05,GUDR42675329649194,1935.21,home_improvement
2024-06-27,BOBT99809053441946,809.59,dining
2024-11-25,ZVFL01539411303148,1400.0,education
2024-04-08,RRWW95018829795457,1124.05,entertainment
2024-07-23,VUDO45043904665837,106.09,groceries
2024-10-08,XUNS11548293957387,22.58,entertainment
2024-08-22,KOKB29384535920125,1188.52,business
2024-10-13,LKDX13384338589439,450.32,utilities
2024-09-13,FWMY71427031076048,648.96,transportation
2024-12-17,GGDV97414570994701,556.76,education
2024-03-24,AQMC84935468253757,1868.77,education
2024-02-28,HNSN49950806630745,1370.29,dining
2024-01-27,GDDP44462468484464,609.06,entertainment
2024-09-01,NFCA73891220512867,539.44,dining
2024-09-11,FTCX10789150042989,966.4,insurance
2024-03-12,WDYB27507437523263,1719.32,subscriptions
2024-11-04,STOJ62432535305093,1120.28,insurance
2024-02-19,OUVR53404792282090,208.81,shopping
2024-03-04,NTXZ53856008682735,1786.51,dining
2024-07-13,YQSM28385163712542,129.27,subscriptions
2024-07-29,REEY19005644352460,267.01,business
2024-05-04,GGBR83868864687573,897.31,groceries
2023-12-23,TEOE47955956644188,159.73,business
2024-02-13,FOYD47114577234098,1245.14,donations
2024-08-12,QHLG01267540055300,1115.51,dining
2023-12-23,JEYQ42838618060368,1794.31,misc
2024-01-08,SWDV46268142441228,818.27,business
2024-12-13,EDXS81129427619748,973.47,utilities
2024-01-23,HGYO30239171962297,738.04,business
2024-01-05,OVLM70817454752287,1157.03,business
2024-06-26,APPY69973609804820,1974.37,shopping
2024-11-07,EYRG76390652071188,1804.62,travel
2024-07-01,HJRI43729059071346,831.22,utilities
2024-09-08,YLIO16543562360701,236.39,health_and_fitness
2024-05-30,EXBN85465234759759,11.72,business
2024-10-07,BWRW80395123833082,772.03,groceries
2024-09-13,VMMZ67279166471979,945.97,health_and_fitness
2024-07-11,UODI95763755400092,1494.83,subscriptions
2024-11-08,YPXB91411783046032,812.6,health_and_fitness
2024-07-10,SPOI55206626486445,213.61,business
2024-01-04,NCCZ97614943254059,1027.16,donations
2024-09-26,YQGH71733547673174,1178.61,subscriptions
2024-01-10,ZFDC17330844678219,218.92,subscriptions
2024-10-17,DMWM49433530901350,1916.07,donations
2024-01-12,EEUP23941396312916,298.5,health_and_fitness
2024-03-01,JITD70717358065316,657.8,groceries
2024-10-09,FPQA87450276201749,1084.27,travel
2024-02-17,DEXU27692550579834,151.53,health_and_fitness
2024-07-14,TUFI93663237232560,478.75,shopping
2024-07-05,DUUH82979197550945,1607.17,transportation
2024-06-13,IETG01580450650645,491.26,donations
2024-04-05,QDLT89505960761715,1966.11,shopping
2024-02-09,XXEV55973846237215,167.03,transportation
2024-09-23,GKTQ48851982873135,197.15,entertainment
2024-08-02,YAXX91218129239218,1546.93,subscriptions
2024-04-24,DSDJ35319445023678,390.3,insurance
2024-05-18,ZZXR60556168212562,676.98,dining
2024-10-17,KQEF71743761131264,1603.0,business
2024-08-02,XHGK78542009997154,1098.76,entertainment
2024-08-15,HDJJ18280781595995,725.74,business
2024-09-25,YYTU26821946302873,1704.58,dining
2024-11-12,FJDX65864295791824,105.23,dining
2024-12-17,JGCK50136568649681,430.22,transportation
2024-03-14,DXXM62580656797086,1781.28,travel
2024-09-03,AOHD49216867919851,834.0,shopping
2024-05-13,HTQV68179741688513,706.64,misc
2024-08-08,IGBK13872076933693,1646.17,business
2024-04-09,NEKL55213893761597,1393.81,dining
2024-09-10,WMWI79111385477527,1708.48,shopping
2024-02-04,TTKL27617450507149,884.98,entertainment
2024-02-05,CAAR35996332959819,1459.15,insurance
2024-02-21,NWGM10210374762580,671.04,donations
2024-05-16,CKEF65326380861592,519.92,utilities
2024-01-13,JEUY33321184548496,706.55,transportation
2024-03-22,VLKM00893946386030,603.85,travel
2024-06-11,IVOC53737921156638,1546.25,entertainment
2024-11-11,SVXW73105875096239,1541.03,subscriptions
2024-10-05,HEKW52357110480292,1883.79,insurance
2024-07-04,GXKX58937718095663,1081.43,insurance
2024-12-07,CQDV32221519381836,1524.81,utilities
2024-10-16,UJMI95015566947743,1064.63,donations
2024-12-03,CHWU05726944560755,1401.52,business
2024-03-23,LGRS76393136930444,1806.29,insurance
2024-05-15,XNPF97828981545512,638.77,misc
2024-07-27,BLFO03230867007633,1167.84,travel
2024-11-24,JJEZ56399460318964,320.88,dining
2024-07-23,RLXG77608483512386,569.6,health_and_fitness
2024-01-16,JZRV73540470136517,467.65,groceries
2024-06-11,RYEV05685799835699,536.77,travel
2024-09-13,IYCB89965138945960,1911.24,donations
2024-10-28,VTXC40981319791876,30.51,misc
2024-11-02,MTFE26094158857539,1785.46,health_and_fitness
2024-03-20,SLWW73509219781888,825.44,insurance
2024-03-08,OJLU20346628473543,384.98,home_improvement
2024-04-08,MGJK81770660918616,1023.41,education
2024-09-14,CDUE14065588130455,169.76,groceries
2024-10-12,WXEQ86143164911823,1575.44,dining
2024-03-27,ROLS79318869839801,1686.6,donations
2024-07-20,JWUK33903740658159,101.44,groceries
2024-07-27,ZTUQ35349396343750,1976.5,insurance
2024-01-07,XUWM35765411163181,786.29,insurance
2024-03-13,TRKD88320273250492,1288.54,groceries
2024-05-01,HGLY81373996745258,581.76,subscriptions
2024-06-07,GTUV96455124948127,1218.71,subscriptions
2024-08-10,AFKS96763871494586,1830.43,shopping
2024-12-04,PODI07168446545607,1657.54,misc
2024-04-11,AQUY41213800592558,596.24,travel
2024-10-19,NMDP86765311937403,824.23,health_and_fitness
2024-05-17,QHJF66880002649193,1413.26,health_and_fitness
2024-10-29,CUYS84884623501618,1031.02,health_and_fitness
2024-06-24,ILVB55156927625193,996.38,dining
2024-10-14,EJAO88058067287138,958.42,dining
2024-03-07,GFPK68156383620627,1487.8,groceries
2024-08-01,DINC20417117278875,1940.07,transportation
2023-12-28,HVAP46611989896085,589.6,misc
2024-07-10,SYLK17930187276757,1924.28,entertainment
2024-03-01,TTSU30492266445715,1006.44,travel
2024-06-04,CTKN04095656539417,1239.2,travel
2024-04-20,XDJL43714712989336,336.79,entertainment
2024-12-15,WNHT82190119722825,817.13,insurance
2023-12-27,GWBY18808275014821,1210.88,donations
2024-01-26,YAYP15991626874405,1156.34,shopping
2024-07-04,JRGH53348290440451,986.86,entertainment
2024-03-12,YHSC03014699371010,737.84,health_and_fitness
2024-03-22,SGCF16468586997874,331.07,business
2024-09-01,CIAN83128794335958,834.83,donations
2024-01-20,QKDX65150544806979,161.07,transportation
2024-05-12,JHGL52380853010248,1795.29,education
2024-06-15,RPIV48804378422339,1735.47,education
2024-01-11,YPFM38905531796436,1327.4,groceries
2024-11-15,OGCX62224372574573,894.73,dining
2024-12-03,RKHH90856049123511,866.2,misc
2024-11-12,DDJF54099500258862,931.78,dining
2024-01-01,PILT15879965837572,1781.39,insurance
2024-04-25,JJOZ23127265573743,1702.9,entertainment
2024-04-10,CJYN97486767848741,1189.35,insurance
2024-09-24,PIVE57344004858954,1905.7,insurance
2024-03-25,PMYV15521458055164,220.44,health_and_fitness
2024-03-29,VQRZ71609194035922,1039.05,travel
2024-07-11,ZVOY30164953974103,11.54,donations
2024-01-14,OHSX58058207914235,494.4,health_and_fitness
2024-09-05,EPCT57224706636418,1692.99,travel
2024-12-07,GIHU50584874752665,1184.86,utilities
2024-09-02,VKNF91060934302014,185.53,home_improvement
2024-04-11,KJHL41780823606120,1925.23,dining
2024-01-31,RBKT58776857212657,1265.06,entertainment
2024-07-31,DTHS85261037258434,956.06,dining
2024-07-02,MJZN55387352057793,970.74,utilities
2024-08-12,WDLR90840691150960,200.02,health_and_fitness
2024-09-09,RFOH10878015346284,1907.92,travel
2024-05-25,WMMT26473432617078,279.53,education
2024-10-29,TAHG14812647757932,1447.54,misc
2024-07-12,IRWC39086246665531,1372.82,subscriptions
2024-08-23,DEHC42638832079423,1527.8,travel
2024-06-15,QJWL43051897487655,1354.58,insurance
2024-03-07,NJYZ45558060265241,1050.06,health_and_fitness
2024-05-03,KSIU65773011361361,546.47,insurance
2024-07-24,FEHR06092105304363,185.38,entertainment
2024-03-28,EBEH31097738634445,123.19,donations
2023-12-25,PUYU78213203929931,616.6,dining
2024-07-16,JPPI82810237050146,1713.29,donations
2024-03-11,MJAB30075002521357,1310.77,utilities
2024-03-16,DAMU82143483152370,912.65,home_improvement
2024-08-11,ZABP70904709703908,29.92,travel
2023-12-31,RYCC96528102084657,1971.19,utilities
2024-10-01,RIMU50653128331486,1697.14,home_improvement
2024-05-01,JHAH48384094447733,877.88,transportation
2024-05-20,JIDW48975919871806,152.93,education
2024-05-31,BXKQ78897224043788,1221.46,groceries
2024-05-15,ZYSJ95163571940514,828.56,misc
2024-03-06,QNXV27355425785589,1816.49,health_and_fitness
2024-10-08,KPDU71885572050910,104.81,misc
2024-01-21,FHTB40423633607944,1512.92,transportation
2024-01-12,DRBO81346663892681,1311.81,education
2024-02-12,IAJT86279380098853,369.42,groceries
2024-04-28,XSYY86461322952132,1022.91,health_and_fitness
2024-07-20,AUVJ96040149819238,1910.62,subscriptions
2024-04-17,GSEA78119765261008,1133.64,utilities
2024-07-16,GDKQ79825922717059,565.44,groceries
2024-12-03,GSHX55110013229763,1966.72,subscriptions
2024-05-14,BKNZ23805875202504,1206.98,insurance
2024-08-23,VDFY08037453993091,1042.4,home_improvement
2024-07-12,UDOT92557786461665,518.68,business
2024-07-14,GBQK96871935027030,1279.34,entertainment
2024-06-10,XUFM41309001462626,1795.69,donations
2024-02-18,NHXF76993486799869,1358.99,dining
2024-05-28,SKPJ29903563890461,1019.6,home_improvement
2024-03-18,UBFC37552030391538,1930.09,dining
2024-06-03,UOTF16026850841730,481.42,insurance
2024-06-19,ZPYC19075525854531,1604.47,utilities
2024-08-06,EFEZ64689972852464,808.72,entertainment
2024-05-28,MKPK92433474798643,175.05,travel
2024-12-16,GUYA74620914826624,971.68,insurance
2024-09-22,PEOZ02462329935350,365.9,transportation
2024-05-19,EXYZ53788275970479,1803.27,utilities
2024-01-07,HZET94422613945729,1900.49,travel
2024-08-10,NLRP02358305479661,539.9,shopping
2024-08-20,XDDH67315858722708,1110.68,business
2024-09-04,TEDH99316737863599,570.95,misc
2024-11-03,SGDU55331438111460,771.16,insurance
2024-11-11,WTNY99159712240411,177.11,business
2024-10-11,YNWT45298900723378,1232.95,misc
2024-07-13,YQJJ91663048644479,1448.81,misc
2024-10-16,QOWW38442324976710,1544.24,utilities
2024-08-27,KWBE33021505763327,146.9,insurance
2024-03-15,KSAG61644691365195,1552.72,subscriptions
2024-04-17,UYKT76925523421241,1902.73,travel
2024-07-10,RHAY57812935506773,1906.62,groceries
2024-09-06,IVIJ27470423544824,387.06,donations
2024-04-22,WMMD65370064096023,649.1,home_improvement
2024-11-07,YCHA18963909397302,908.46,utilities
2024-07-13,PSPB06287664430040,472.83,dining
2024-04-16,POLE27117003059923,1078.31,misc
2024-04-18,JUXE07530236961767,278.85,insurance
2024-05-13,MRZK92947620099017,1247.01,groceries
2024-08-01,LINF84770006074676,1595.83,misc
2024-09-10,WWRJ61733103495743,1116.25,home_improvement
2024-09-28,ZSVF00663606423676,1805.61,home_improvement
2024-11-11,TXDF38906819770303,1701.87,groceries
2024-06-28,QCNX13122667113737,831.82,subscriptions
2024-11-01,LGNF01963077270411,460.4,travel
2024-02-08,GUNY92061561757282,545.99,donations
2024-10-25,QMMQ34265451180880,480.95,entertainment
2024-09-17,LODC59436088955115,270.18,groceries
2024-06-04,UPRB64135466307691,1843.09,transportation
2024-04-30,MZXK22048339468543,1897.08,home_improvement
2024-05-12,LQZL03329001767225,615.61,subscriptions
2024-08-15,VWMC42667222009678,536.81,entertainment
2024-04-16,XONC86002068818894,757.24,education
2024-06-17,CETH42303230812981,1130.23,business
2024-12-06,BMMT35378365095592,1862.95,dining
2024-02-08,TAQL11807825791496,1384.61,home_improvement
2024-03-01,GMGH64026402162549,1431.82,utilities
2024-07-10,HNGD09112902553730,1682.51,shopping
2024-06-03,HSOJ15702254090252,203.02,misc
2024-02-22,ETRM99619759002944,874.18,subscriptions
2024-03-21,WAVY97412049108134,1019.57,donations
2024-06-29,QMLW43249548309545,952.25,insurance
2024-07-30,JOAU33277118642373,1673.5,shopping
2024-06-09,RCGO38329655987800,270.72,education
2024-03-28,RHNN27849511817673,610.73,donations
2024-04-01,PPDT91494495585430,220.78,utilities
2024-07-23,NPEH36962017949517,645.44,groceries
2024-06-13,RDOV73301970326860,215.51,business
2024-02-03,LLUK36420049321278,694.76,transportation
2024-11-29,RIFX79008789731328,1983.93,business
2024-02-08,PDLB04494693659250,161.97,subscriptions
2024-10-02,GZYS48257902634606,929.36,subscriptions
2024-06-20,ZRCO28223061332360,196.67,entertainment
2024-03-19,GQYR58874571599684,1189.73,insurance
2024-01-31,HHZN98599096004462,1139.71,business
2024-08-24,KNBB69423445739462,1693.15,health_and_fitness
2024-10-07,JOUX09701410198425,1476.29,misc
2024-09-07,AIHV58522469773177,1527.33,misc
2024-02-22,RVQF19120065440122,1902.79,entertainment
2024-10-09,JGEM59714987624431,1755.61,transportation
2024-01-05,KKXQ41226816039727,238.12,shopping
2024-09-12,HBTB33431483276852,1884.78,subscriptions
2024-03-17,ILGT93797628456123,1018.74,donations
2024-09-14,YHJQ30313793314750,620.66,dining
2024-08-02,LBWJ64688714529945,1063.35,insurance
2024-10-12,XLIC89886688297627,430.4,utilities
2024-10-27,MDID40024135887652,1496.61,misc
2024-06-12,HAHQ76211863568356,400.43,donations
2024-08-17,UYIW80643102314053,169.98,dining
2024-01-29,BYYY75164487080566,327.33,dining
2024-02-22,UHJK59184672750766,596.33,entertainment
2024-07-03,VSNW03601481077675,1418.52,education
2024-12-18,JCEH16063223698982,1578.37,dining
2024-09-08,QGZW69500550266899,384.12,travel
2024-03-20,PWBS02913704986650,1843.27,dining
2024-09-07,KUHY67222787578629,1889.17,entertainment
2024-03-19,BJMX90671380565828,211.0,donations
2024-07-09,LSZT42507236818357,1166.16,misc
2024-04-03,ILUD66083076919503,1677.59,utilities
2024-09-12,EKEH27585862080109,873.37,health_and_fitness
2024-01-06,NVYN51404319895257,135.49,shopping
2024-09-14,ARQX22940789404594,1628.11,donations
2024-11-01,QCLQ56939860924098,589.17,travel
2024-02-02,BOAS64035083335537,1770.68,health_and_fitness
2024-05-09,PPYE38691852053644,196.6,transportation
2024-07-28,FRPT13214455197161,624.93,misc
2024-05-17,UNZG31212176850485,1613.46,utilities
2024-06-22,KTHT78237223068298,1241.51,donations
2024-08-08,KFZT98435437610714,1895.42,health_and_fitness
2024-02-03,NXCK50611103539055,1605.33,business
2023-12-22,LGXT66874494853337,1266.18,home_improvement
2024-06-30,KXPS26394255952148,176.6,insurance
2023-12-26,SNVS20548672283014,1730.86,donations
2024-12-06,EVGP05125847687860,21.93,health_and_fitness
2024-06-16,HOHG55359756234699,866.57,entertainment
2024-08-13,OADD42616625124891,1728.06,groceries
2023-12-24,OMNG41079147805343,1287.5,business
2024-04-24,NDHC32236052705020,1192.2,transportation
2024-07-02,WGQK37180437611369,1376.84,travel
2024-01-17,MYCO41004293522476,172.45,shopping
2024-10-11,CNSB16977144089427,808.9,shopping
2024-06-16,VWXZ18649797087843,180.17,misc
2024-02-29,AHVU15650830090493,819.3,education
2024-05-17,ZCJQ77016476792336,1312.32,subscriptions
2024-03-01,OXHF35594229951672,999.66,transportation
2024-01-09,JYFB11959992974540,1011.25,shopping
2024-05-11,BNCW06409254374407,390.83,travel
2024-02-23,QRDP48283629226840,1257.54,utilities
2024-06-11,FQOA51754303141410,847.8,education
2024-09-10,KXTM87076571907463,1971.67,insurance
2024-04-16,QZTL95365038239509,840.85,misc
2024-03-15,PNTO41364118942180,16.7,health_and_fitness
2024-08-16,VQZS62113017080412,1610.49,donations
2024-02-22,HVHZ38433107031937,198.58,groceries
2024-06-22,TVAZ36752387845898,221.2,subscriptions
2024-11-22,UMNP91627630706510,1282.59,travel
2024-05-15,THEC04821209847917,504.63,travel
2024-09-30,XKQT46063555273624,478.73,entertainment
2024-06-30,KVLS73033066326957,223.4,insurance
2024-11-12,GOKR44365918814307,462.12,home_improvement
2024-05-04,GSUY03110220932249,1613.54,travel
2024-05-01,ZZQG35842604013006,362.59,misc
2023-12-23,CAEQ87926125592482,1247.92,health_and_fitness
2024-11-17,WVVC51733830418962,1602.89,utilities
2024-03-09,UKKD95635277582044,474.69,groceries
2024-04-14,CPQW12094918000862,690.37,home_improvement
2024-07-30,ZIUM99551806190678,1512.24,business
2024-06-22,KUGX25238365871284,428.84,utilities
2024-08-25,STGP85343196402289,1753.63,business
2024-04-12,XPRK14936192695241,626.49,groceries
2024-08-13,PNBV61271266537245,1756.33,travel
2024-09-10,VTWO53871433103110,124.15,travel
2024-10-23,QPGK17108261719244,1859.5,business
2024-07-24,DFKW53405155897648,98.19,groceries
2024-09-22,BGHN40226518678398,98.31,insurance
2024-06-07,GWMG23386457783055,1611.8,entertainment
2024-06-07,KJKF38944112648177,79.56,home_improvement
2024-05-19,PESX99421027635531,1163.2,health_and_fitness
2024-01-19,DJPO87961159081482,381.02,entertainment
2024-04-29,XFJM47164246058919,1137.98,dining
2024-03-10,VEGC06348848534497,232.62,subscriptions
2023-12-29,XDZM52408848124845,533.39,home_improvement
2024-07-05,ULEI07044191061515,45.18,utilities
2024-10-17,XLMP06393568765458,1814.05,entertainment
2024-11-03,WUZV37433242008455,1899.73,subscriptions
2024-01-09,XJWQ54421630844687,1889.03,donations
2024-05-02,QNJZ16186185914243,1354.55,entertainment
2024-07-25,UQQE78881814833988,737.69,travel
2024-03-03,HWSU43374603913190,1617.15,education
2024-12-14,XRXT14758150592252,1617.24,utilities
2024-01-09,VSQT77637761034141,977.61,groceries
2024-04-14,KFLM13073320682982,1264.86,groceries
2024-04-04,CYUV11809037473713,307.03,business
2024-07-18,FIKJ65856374210037,602.2,utilities
2024-07-25,MKLU20185537401984,1189.86,utilities
2024-02-26,KABN95657970998099,1840.06,insurance
2023-12-31,TEVV92826309082785,1227.1,donations
2024-06-30,QWNZ11213100952872,603.97,education
2024-01-15,JBRE12545431709113,1734.49,insurance
2024-03-19,PTVN84253441797929,1768.15,misc
2024-01-28,UFCL62172778023221,582.84,health_and_fitness
2024-01-08,QEIR52923824668080,929.5,education
2024-03-19,OFDZ12848985141703,553.05,subscriptions
2024-01-27,PRMW10275763588980,1167.55,misc
2024-07-04,BNZZ71712294498326,1258.02,home_improvement
2024-12-12,NKDO26750316567915,1004.4,misc
2024-06-17,COMR98343394659087,629.04,shopping
2024-05-07,OORS49145310952588,176.19,health_and_fitness
2024-06-21,YTWA87897929116798,67.91,dining
2024-09-04,UQIQ38265256804836,203.38,donations
2024-09-18,ITDK52797449165661,327.96,dining
2024-07-31,UCQV89368951121192,209.43,misc
2024-11-22,GIBN49156089694263,1935.77,travel
2024-06-24,WYSX83151872233456,1600.5,subscriptions
2024-09-27,TFED94197819562306,541.88,business
2024-09-13,CWRQ85392430400653,1793.26,subscriptions
2024-03-21,KIJS84682488591368,147.37,home_improvement
2024-03-03,ZOPL95980770364280,1366.5,groceries
2024-06-13,LCXA17266475233847,143.81,travel
2024-02-24,PVPE53528318471936,1873.02,subscriptions
2024-07-02,CXHU51276308809830,623.57,health_and_fitness
2024-09-20,MANZ60600348168101,1102.15,donations
2024-11-29,BZJF95253546495463,414.66,entertainment
2024-06-29,TDYJ93521545066283,209.92,education
